player_id,player,pos,nfl_team,age,position_rank,tier,final_board_rank,dynasty_rank,current_score_or_value,current_score_basis,emergency_cross_asset_rank,emergency_cross_asset_value,emergency_overall_context_rank,cross_asset_candidate_rank,cross_asset_candidate_value,candidate_value_band,confidence_band,uncertainty_reasons,candidate_vs_frozen_note,candidate_vs_dynasty_note,candidate_action_summary,adp,adp_source_status,available_pool_adp_rank,available_pool_adp_range,current_pick_value_1_03,current_pick_value_1_04,current_pick_value_1_09,current_pick_value_2_04,current_pick_value_2_08,current_pick_value,current_pick_value_reason,outcome_applicable_summary,manual_review_flag,source_note
5850,Josh Jacobs,RB,GB,28.4,,Depth/discount candidate,Not enough information,32,41.2427,nwr_dynasty_score,49,35.24,49,49,35.24,Depth/discount candidate,Medium-high,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+41.2; age_curve_component=-7.0; position_scarcity_component=+2.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 32 and score 41.2427.,Discount/manual-review only,49.1,YELLOW_UNDOCUMENTED_ENDPOINT,48,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
5846,DK Metcalf,WR,PIT,28.5,,Depth/discount candidate,Not enough information,36,38.9005,nwr_dynasty_score,50,35.10,50,50,35.10,Depth/discount candidate,Medium-high,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+38.9; age_curve_component=-3.0; position_scarcity_component=+1.5; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 36 and score 38.9005.,Discount/manual-review only,102.5,YELLOW_UNDOCUMENTED_ENDPOINT,102,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
11620,Rome Odunze,WR,CHI,24.1,,Depth/discount candidate,Not enough information,48,33.0213,nwr_dynasty_score,51,35.02,51,51,35.02,Depth/discount candidate,Medium-high,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+33.0; age_curve_component=+2.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 48 and score 33.0213.,Discount/manual-review only,50.9,YELLOW_UNDOCUMENTED_ENDPOINT,49,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
,Jonah Coleman,RB,DEN,Not enough information,3,Tier 1 - Priority Draft Targets,11,Not enough information,78.85,rookie_score_from_frozen_rookie_rank_and_tier,15,35.00,52,15,35.00,Depth/discount candidate,Low,rookie_rank_tier_crosswalk_to_dynasty_scale; rookie_not_raw_score_compared_to_veteran_value; frozen_score_basis=rookie_score_from_frozen_rookie_rank_and_tier; no_full_dynasty_row; outcome=Not enough information; internal_value_anchor=+40.8; age_curve_component=-1.0; position_scarcity_component=+2.5; role_evidence_component=+0.5; uncertainty_penalty=+7.8,Generally aligned with frozen board review posture.,No approved full dynasty row; candidate relies on rookie/frozen crosswalk.,Review caveats before using,111.9,YELLOW_UNDOCUMENTED_ENDPOINT,110,Depth / later,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,yes,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
5045,Courtland Sutton,WR,DEN,30.7,,Depth/discount candidate,Not enough information,29,42.9369,nwr_dynasty_score,53,34.94,53,53,34.94,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+42.9; age_curve_component=-8.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 29 and score 42.9369.,Discount/manual-review only,118.4,YELLOW_UNDOCUMENTED_ENDPOINT,117,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
11604,Brock Bowers,TE,LV,23.5,,Depth/discount candidate,Not enough information,45,34.0184,nwr_dynasty_score,54,34.32,54,54,34.32,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+34.0; age_curve_component=+1.0; position_scarcity_component=+0.8; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 45 and score 34.0184.,Discount/manual-review only,18.5,YELLOW_UNDOCUMENTED_ENDPOINT,18,Mid/Late 2nd equivalent,Too early,Too early,Too early,Reach,Fair,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
7543,Travis Etienne,RB,NO,27.4,,Depth/discount candidate,Not enough information,41,36.3324,nwr_dynasty_score,55,33.53,55,55,33.53,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+36.3; age_curve_component=-3.0; position_scarcity_component=+2.5; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 41 and score 36.3324.,Discount/manual-review only,55.4,YELLOW_UNDOCUMENTED_ENDPOINT,54,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
5872,Deebo Samuel,WR,Not enough information,Not enough information,,Depth/discount candidate,Not enough information,54,32.1157,nwr_dynasty_score,56,32.62,56,56,32.62,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+32.1; age_curve_component=-1.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+0.8,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 54 and score 32.1157.,Discount/manual-review only,189.2,YELLOW_UNDOCUMENTED_ENDPOINT,184,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
,Emmett Johnson,RB,KC,Not enough information,4,Tier 2 - Strong Draft Considers,15,Not enough information,74.25,rookie_score_from_frozen_rookie_rank_and_tier,16,32.20,57,16,32.20,Depth/discount candidate,Low,rookie_rank_tier_crosswalk_to_dynasty_scale; rookie_not_raw_score_compared_to_veteran_value; frozen_score_basis=rookie_score_from_frozen_rookie_rank_and_tier; no_full_dynasty_row; outcome=Not enough information; internal_value_anchor=+36.0; age_curve_component=-1.0; position_scarcity_component=+2.5; role_evidence_component=+2.5; uncertainty_penalty=+7.8,Emmett Johnson carries emergency formula caution versus frozen rank.,No approved full dynasty row; candidate relies on rookie/frozen crosswalk.,Review caveats before using,127.4,YELLOW_UNDOCUMENTED_ENDPOINT,127,Depth / later,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,yes,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
11632,Malik Nabers,WR,NYG,22.9,,Depth/discount candidate,Not enough information,58,30.1846,nwr_dynasty_score,58,32.18,58,58,32.18,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+30.2; age_curve_component=+2.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 58 and score 30.1846.,Discount/manual-review only,14.9,YELLOW_UNDOCUMENTED_ENDPOINT,14,Early 2nd equivalent,Too early,Too early,Reach,Fair,Fair,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
4866,Saquon Barkley,RB,PHI,29.4,,Depth/discount candidate,Not enough information,38,38.08,nwr_dynasty_score,59,32.08,59,59,32.08,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+38.1; age_curve_component=-7.0; position_scarcity_component=+2.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 38 and score 38.08.,Discount/manual-review only,41.2,YELLOW_UNDOCUMENTED_ENDPOINT,40,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
,Skyler Bell,WR,BUF,Not enough information,9,Tier 1 - Priority Draft Targets,12,Not enough information,77.70,rookie_score_from_frozen_rookie_rank_and_tier,17,31.70,60,17,31.70,Depth/discount candidate,Low,rookie_rank_tier_crosswalk_to_dynasty_scale; rookie_not_raw_score_compared_to_veteran_value; frozen_score_basis=rookie_score_from_frozen_rookie_rank_and_tier; no_full_dynasty_row; outcome=Not enough information; internal_value_anchor=+40.0; age_curve_component=-1.0; position_scarcity_component=+1.5; role_evidence_component=-1.0; uncertainty_penalty=+7.8,Skyler Bell carries emergency formula caution versus frozen rank.,No approved full dynasty row; candidate relies on rookie/frozen crosswalk.,Review caveats before using,212.0,YELLOW_UNDOCUMENTED_ENDPOINT,199,Depth / later,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,yes,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
8167,Christian Watson,WR,GB,27.1,,Depth/discount candidate,Not enough information,57,30.7042,nwr_dynasty_score,61,31.20,61,61,31.20,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+30.7; age_curve_component=+0.5; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 57 and score 30.7042.,Discount/manual-review only,88.4,YELLOW_UNDOCUMENTED_ENDPOINT,86,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
,Adam Randall,RB,BAL,Not enough information,6,Tier 2 - Strong Draft Considers,17,Not enough information,71.95,rookie_score_from_frozen_rookie_rank_and_tier,18,31.20,62,18,31.20,Depth/discount candidate,Low,rookie_rank_tier_crosswalk_to_dynasty_scale; rookie_not_raw_score_compared_to_veteran_value; frozen_score_basis=rookie_score_from_frozen_rookie_rank_and_tier; no_full_dynasty_row; outcome=Not enough information; internal_value_anchor=+35.0; age_curve_component=-1.0; position_scarcity_component=+2.5; role_evidence_component=+2.5; uncertainty_penalty=+7.8,Generally aligned with frozen board review posture.,No approved full dynasty row; candidate relies on rookie/frozen crosswalk.,Review caveats before using,289.1,YELLOW_UNDOCUMENTED_ENDPOINT,237,Depth / later,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,yes,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
11635,Ladd McConkey,WR,LAC,24.6,,Depth/discount candidate,Not enough information,55,30.8568,nwr_dynasty_score,63,30.56,63,63,30.56,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+30.9; age_curve_component=+0.5; position_scarcity_component=+1.5; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 55 and score 30.8568.,Discount/manual-review only,42.5,YELLOW_UNDOCUMENTED_ENDPOINT,41,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
9756,Jordan Addison,WR,MIN,24.4,,Depth/discount candidate,Not enough information,66,28.2116,nwr_dynasty_score,64,30.21,64,64,30.21,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+28.2; age_curve_component=+2.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 66 and score 28.2116.,Discount/manual-review only,87.4,YELLOW_UNDOCUMENTED_ENDPOINT,85,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12518,Tyler Warren,TE,IND,24.1,,Depth/discount candidate,Not enough information,59,29.8687,nwr_dynasty_score,65,30.17,65,65,30.17,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+29.9; age_curve_component=+1.0; position_scarcity_component=+0.8; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 59 and score 29.8687.,Discount/manual-review only,36.4,YELLOW_UNDOCUMENTED_ENDPOINT,36,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12506,Harold Fannin,TE,CLE,Not enough information,,Depth/discount candidate,Not enough information,60,29.8635,nwr_dynasty_score,66,29.66,66,66,29.66,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+29.9; age_curve_component=-1.0; position_scarcity_component=+0.8; role_evidence_component=+0.8; uncertainty_penalty=+0.8,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 60 and score 29.8635.,Discount/manual-review only,43.5,YELLOW_UNDOCUMENTED_ENDPOINT,42,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
8146,Garrett Wilson,WR,NYJ,25.9,,Depth/discount candidate,Not enough information,63,29.0057,nwr_dynasty_score,67,29.51,67,67,29.51,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+29.0; age_curve_component=+0.5; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 63 and score 29.0057.,Discount/manual-review only,40.6,YELLOW_UNDOCUMENTED_ENDPOINT,39,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
11627,Troy Franklin,WR,DEN,23.4,,Depth/discount candidate,Not enough information,69,27.0885,nwr_dynasty_score,68,29.09,68,68,29.09,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+27.1; age_curve_component=+2.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 69 and score 27.0885.,Discount/manual-review only,166.8,YELLOW_UNDOCUMENTED_ENDPOINT,164,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
6819,Michael Pittman,WR,PIT,28.7,,Depth/discount candidate,Not enough information,53,32.3918,nwr_dynasty_score,69,28.59,69,69,28.59,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+32.4; age_curve_component=-3.0; position_scarcity_component=+1.5; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 53 and score 32.3918.,Discount/manual-review only,110.5,YELLOW_UNDOCUMENTED_ENDPOINT,109,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
8228,Jaylen Warren,RB,PIT,27.6,18,Tier 4 - Manual Review / Discount Only,54,43,34.2024,pinned_veteran_candidate_value_for_dropped_legal_draftable_pool,19,28.20,70,19,28.20,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; frozen_score_basis=pinned_veteran_candidate_value_for_dropped_legal_draftable_pool; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+34.2; age_curve_component=-7.0; position_scarcity_component=+2.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Generally aligned with frozen board review posture.,Anchored to full dynasty rank 43 and score 34.2024.,Discount/manual-review only,89.9,YELLOW_UNDOCUMENTED_ENDPOINT,88,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
9754,Quentin Johnston,WR,LAC,24.8,,Depth/discount candidate,Not enough information,68,27.1543,nwr_dynasty_score,71,27.65,71,71,27.65,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+27.2; age_curve_component=+0.5; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 68 and score 27.1543.,Discount/manual-review only,117.2,YELLOW_UNDOCUMENTED_ENDPOINT,116,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
12512,Quinshon Judkins,RB,CLE,22.6,,Depth/discount candidate,Not enough information,83,24.567,nwr_dynasty_score,72,27.57,72,72,27.57,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+24.6; age_curve_component=+2.0; position_scarcity_component=+2.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 83 and score 24.567.,Discount/manual-review only,39.3,YELLOW_UNDOCUMENTED_ENDPOINT,38,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
6783,Jerry Jeudy,WR,CLE,27.2,,Depth/discount candidate,Not enough information,71,26.8596,nwr_dynasty_score,73,27.36,73,73,27.36,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+26.9; age_curve_component=+0.5; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 71 and score 26.8596.,Discount/manual-review only,182.2,YELLOW_UNDOCUMENTED_ENDPOINT,177,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
8134,Khalil Shakir,WR,BUF,26.4,,Depth/discount candidate,Not enough information,72,26.8119,nwr_dynasty_score,74,27.31,74,74,27.31,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+26.8; age_curve_component=+0.5; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 72 and score 26.8119.,Discount/manual-review only,140.1,YELLOW_UNDOCUMENTED_ENDPOINT,139,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
10229,Rashee Rice,WR,KC,26.2,36,Tier 4 - Manual Review / Discount Only,62,79,25.7695,pinned_veteran_candidate_value_for_dropped_legal_draftable_pool,20,26.27,75,20,26.27,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; frozen_score_basis=pinned_veteran_candidate_value_for_dropped_legal_draftable_pool; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+25.8; age_curve_component=+0.5; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Generally aligned with frozen board review posture.,Anchored to full dynasty rank 79 and score 25.7695.,Discount/manual-review only,47.2,YELLOW_UNDOCUMENTED_ENDPOINT,46,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
8151,Kenneth Walker,RB,KC,Not enough information,,Depth/discount candidate,Not enough information,73,26.7476,nwr_dynasty_score,76,25.95,76,76,25.95,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+26.7; age_curve_component=-1.0; position_scarcity_component=+2.5; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 73 and score 26.7476.,Discount/manual-review only,32.1,YELLOW_UNDOCUMENTED_ENDPOINT,32,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
11628,Marvin Harrison,WR,ARI,Not enough information,,Depth/discount candidate,Not enough information,75,26.5166,nwr_dynasty_score,77,25.52,77,77,25.52,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+26.5; age_curve_component=-1.0; position_scarcity_component=+1.5; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 75 and score 26.5166.,Discount/manual-review only,59.9,YELLOW_UNDOCUMENTED_ENDPOINT,58,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
5001,Dalton Schultz,TE,HOU,29.9,,Depth/discount candidate,Not enough information,77,26.2004,nwr_dynasty_score,78,25.50,78,78,25.50,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+26.2; position_scarcity_component=+0.8; role_evidence_component=+0.8; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 77 and score 26.2004.,Discount/manual-review only,169.8,YELLOW_UNDOCUMENTED_ENDPOINT,165,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
11560,Caleb Williams,QB,CHI,24.6,,Depth/discount candidate,Not enough information,51,32.9322,nwr_dynasty_score,79,25.43,79,79,25.43,Depth/discount candidate,Medium,approved_full_dynasty_score_anchor; full_dynasty_anchor_available; outcome=Not enough information; internal_value_anchor=+32.9; age_curve_component=+1.0; position_scarcity_component=-6.0; role_evidence_component=-0.2; uncertainty_penalty=+2.3,Not in frozen board; review-only dynasty context.,Anchored to full dynasty rank 51 and score 32.9322.,Discount/manual-review only,53.5,YELLOW_UNDOCUMENTED_ENDPOINT,52,Depth / later,Too early,Too early,Too early,Too early,Too early,Too early,"Display-only price label from current pick, available-pool ADP rank, emergency candidate rank/value, and confidence. ADP does not drive value.",Not enough information,no,EMERGENCY_REVIEW_ONLY_CANDIDATE; does not replace final_board_rank or Dynasty Rank; ADP is display-only price context.
