field_name,normalized_field_name,source_family,source_artifact_or_runner,source_dataset,grain,seasons_available,weeks_available,row_count,player_count,position_coverage,schema_status,factual_or_derived,source_policy_status,identity_dependency,missingness_risk,leakage_risk,licensing_risk,overlap_sources,accuracy_confidence,coverage_confidence,recommended_bucket,blocker_reason,review_only,model_use_allowed,training_allowed,source_truth_allowed
birth_date,birth_date,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,weekly_rosters,player-team-week,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),93428,6479,DB|DL|K|LB|LS|OL|P|QB|RB|TE|WR,PRESENT_STABLE_SCHEMA,source_metadata_or_date,identity_only,not_required,MEDIUM,MEDIUM,LOW,NFLVerse:players|NFLVerse:rosters|NFLVerse:weekly_rosters,MEDIUM,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
rotowire_id,rotowire_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,weekly_rosters,player-team-week,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),93428,6479,DB|DL|K|LB|LS|OL|P|QB|RB|TE|WR,PRESENT_STABLE_SCHEMA,licensed_or_private_context,identity_only,not_required,MEDIUM,LOW,HIGH,NFLVerse:ff_playerids|NFLVerse:rosters|NFLVerse:weekly_rosters,BLOCKED,BLOCKED,BLOCKED_LICENSED_GAP,Licensed/vendor/private source not approved for model-safe field use.,true,false,false,false
years_exp,years_exp,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,weekly_rosters,player-team-week,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),93428,6479,DB|DL|K|LB|LS|OL|P|QB|RB|TE|WR,PRESENT_STABLE_SCHEMA,unknown_or_context,identity_only,not_required,MEDIUM,LOW,LOW,NFLVerse:rosters|NFLVerse:weekly_rosters,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
headshot_url,headshot_url,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,weekly_rosters,player-team-week,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),93428,6479,DB|DL|K|LB|LS|OL|P|QB|RB|TE|WR,PRESENT_STABLE_SCHEMA,derived_or_external_total,identity_only,not_required,MEDIUM,LOW,LOW,NFLVerse:player_stats_seasonal|NFLVerse:player_stats_weekly|NFLVerse:rosters|NFLVerse:weekly_rosters,BLOCKED,BLOCKED,BLOCKED_SOURCE_POLICY,"Quarantined, market/projection, imported fantasy total, or source-policy-blocked field.",true,false,false,false
entry_year,entry_year,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,weekly_rosters,player-team-week,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),93428,6479,DB|DL|K|LB|LS|OL|P|QB|RB|TE|WR,PRESENT_STABLE_SCHEMA,unknown_or_context,identity_only,not_required,MEDIUM,LOW,LOW,NFLVerse:rosters|NFLVerse:weekly_rosters,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
rookie_year,rookie_year,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,weekly_rosters,player-team-week,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),93428,6479,DB|DL|K|LB|LS|OL|P|QB|RB|TE|WR,PRESENT_STABLE_SCHEMA,unknown_or_context,identity_only,not_required,MEDIUM,LOW,LOW,NFLVerse:rosters|NFLVerse:weekly_rosters,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
suffix,suffix,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,players,player,1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|...(+40),Not enough information,25033,25033,C|CB|DB|DE|DL|DT|FB|FS|G|ILB|K|LB|...(+13),PRESENT_STABLE_SCHEMA,unknown_or_context,identity_only,not_required,HIGH,LOW,LOW,NFLVerse:players,NOT_ENOUGH_INFORMATION,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
birth_date,birth_date,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,players,player,1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|...(+40),Not enough information,25033,25033,C|CB|DB|DE|DL|DT|FB|FS|G|ILB|K|LB|...(+13),PRESENT_STABLE_SCHEMA,source_metadata_or_date,identity_only,not_required,MEDIUM,MEDIUM,LOW,NFLVerse:players|NFLVerse:rosters|NFLVerse:weekly_rosters,MEDIUM,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
headshot,headshot,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,players,player,1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|...(+40),Not enough information,25033,25033,C|CB|DB|DE|DL|DT|FB|FS|G|ILB|K|LB|...(+13),PRESENT_STABLE_SCHEMA,derived_or_external_total,identity_only,not_required,MEDIUM,LOW,LOW,NFLVerse:players,BLOCKED,BLOCKED,BLOCKED_SOURCE_POLICY,"Quarantined, market/projection, imported fantasy total, or source-policy-blocked field.",true,false,false,false
jersey_number,jersey_number,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,players,player,1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|...(+40),Not enough information,25033,25033,C|CB|DB|DE|DL|DT|FB|FS|G|ILB|K|LB|...(+13),PRESENT_STABLE_SCHEMA,unknown_or_context,identity_only,not_required,MEDIUM,LOW,LOW,NFLVerse:depth_charts|NFLVerse:officials|NFLVerse:play_by_play|NFLVerse:players|NFLVerse:rosters|NFLVerse:weekly_rosters,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
fantasypros_id,fantasypros_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ff_playerids,identity_crosswalk,0|1970|1974|1979|1980|1981|1982|1983|1984|1985|1986|1987|...(+39),Not enough information,12465,14314,?|C|CB|DB|DE|DL|DT|LB|OT|PK|PN|QB|...(+6),PRESENT_STABLE_SCHEMA,derived_or_external_total,identity_only,not_required,MEDIUM,LOW,LOW,NFLVerse:ff_playerids,BLOCKED,BLOCKED,BLOCKED_MARKET_OR_PROJECTION,"Quarantined, market/projection, imported fantasy total, or source-policy-blocked field.",true,false,false,false
rotowire_id,rotowire_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ff_playerids,identity_crosswalk,0|1970|1974|1979|1980|1981|1982|1983|1984|1985|1986|1987|...(+39),Not enough information,12465,14314,?|C|CB|DB|DE|DL|DT|LB|OT|PK|PN|QB|...(+6),PRESENT_STABLE_SCHEMA,licensed_or_private_context,identity_only,not_required,MEDIUM,LOW,HIGH,NFLVerse:ff_playerids|NFLVerse:rosters|NFLVerse:weekly_rosters,BLOCKED,BLOCKED,BLOCKED_LICENSED_GAP,Licensed/vendor/private source not approved for model-safe field use.,true,false,false,false
birthdate,birthdate,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,ff_playerids,identity_crosswalk,0|1970|1974|1979|1980|1981|1982|1983|1984|1985|1986|1987|...(+39),Not enough information,12465,14314,?|C|CB|DB|DE|DL|DT|LB|OT|PK|PN|QB|...(+6),PRESENT_STABLE_SCHEMA,source_metadata_or_date,identity_only,not_required,MEDIUM,MEDIUM,LOW,NFLVerse:ff_playerids,MEDIUM,MEDIUM,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
player,player,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,snap_counts,player-game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),53227,2685,C|CB|DB|DE|DL|DT|FB|FS|G|HB|K|LB|...(+11),PRESENT_STABLE_SCHEMA,unknown_or_context,safe_review,not_required,MEDIUM,LOW,LOW,NFLVerse:contracts|NFLVerse:snap_counts,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
offense_pct,offense_pct,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,snap_counts,player-game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),53227,2685,C|CB|DB|DE|DL|DT|FB|FS|G|HB|K|LB|...(+11),PRESENT_STABLE_SCHEMA,unknown_or_context,safe_review,not_required,MEDIUM,LOW,LOW,NFLVerse:snap_counts,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
defense_pct,defense_pct,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,snap_counts,player-game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),53227,2685,C|CB|DB|DE|DL|DT|FB|FS|G|HB|K|LB|...(+11),PRESENT_STABLE_SCHEMA,unknown_or_context,safe_review,not_required,MEDIUM,LOW,LOW,NFLVerse:snap_counts,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
st_pct,st_pct,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,snap_counts,player-game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),53227,2685,C|CB|DB|DE|DL|DT|FB|FS|G|HB|K|LB|...(+11),PRESENT_STABLE_SCHEMA,unknown_or_context,safe_review,not_required,MEDIUM,LOW,LOW,NFLVerse:snap_counts,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
gametime,gametime,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,display_only,not_required,MEDIUM,MEDIUM,LOW,NFLVerse:schedules,MEDIUM,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
away_score,away_score,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
home_score,home_score,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
location,location,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
result,result,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
total,total,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
overtime,overtime,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,source_metadata_or_date,display_only,not_required,MEDIUM,MEDIUM,LOW,NFLVerse:schedules,MEDIUM,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
gsis,gsis,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
pff,pff,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
espn,espn,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
ftn,ftn,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
away_rest,away_rest,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
home_rest,home_rest,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
away_moneyline,away_moneyline,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
home_moneyline,home_moneyline,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
spread_line,spread_line,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
away_spread_odds,away_spread_odds,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
home_spread_odds,home_spread_odds,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
total_line,total_line,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:ff_opportunity|NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
under_odds,under_odds,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
over_odds,over_odds,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
roof,roof,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:ff_opportunity|NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
surface,surface,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:ff_opportunity|NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
temp,temp,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:ff_opportunity|NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
wind,wind,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:ff_opportunity|NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
away_coach,away_coach,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
home_coach,home_coach,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
referee,referee,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
stadium,stadium,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,schedules,game,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),570,0,Not enough information,PRESENT_STABLE_SCHEMA,unknown_or_context,display_only,not_required,MEDIUM,LOW,LOW,NFLVerse:play_by_play|NFLVerse:schedules,NOT_ENOUGH_INFORMATION,HIGH,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
gsis_id,gsis_id,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,injuries,player-week-injury-report,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),12283,1940,|C|CB|DE|DT|FB|G|K|LB|LS|P|QB|...(+5),PRESENT_STABLE_SCHEMA,identity_plumbing,transparency_only,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:contracts|NFLVerse:depth_charts|NFLVerse:draft_picks|NFLVerse:ff_playerids|NFLVerse:injuries|NFLVerse:players|NFLVerse:rosters|NFLVerse:weekly_rosters|NWR_COMPACT_FIRST_DOWN_SIDECAR:compact_player_stats_sidecar_candidate|NWR_ZERO_ELIGIBILITY:player_week_zero_eligibility_matrix,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
full_name,full_name,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,injuries,player-week-injury-report,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),12283,1940,|C|CB|DE|DT|FB|G|K|LB|LS|P|QB|...(+5),PRESENT_STABLE_SCHEMA,identity_plumbing,transparency_only,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:depth_charts|NFLVerse:ff_opportunity|NFLVerse:injuries|NFLVerse:rosters|NFLVerse:weekly_rosters,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
first_name,first_name,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,injuries,player-week-injury-report,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),12283,1940,|C|CB|DE|DT|FB|G|K|LB|LS|P|QB|...(+5),PRESENT_STABLE_SCHEMA,identity_plumbing,transparency_only,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:depth_charts|NFLVerse:injuries|NFLVerse:players|NFLVerse:rosters|NFLVerse:weekly_rosters,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
last_name,last_name,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,injuries,player-week-injury-report,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),12283,1940,|C|CB|DE|DT|FB|G|K|LB|LS|P|QB|...(+5),PRESENT_STABLE_SCHEMA,identity_plumbing,transparency_only,identity_plumbing,MEDIUM,LOW,LOW,NFLVerse:depth_charts|NFLVerse:injuries|NFLVerse:players|NFLVerse:rosters|NFLVerse:weekly_rosters,MEDIUM,HIGH,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
date_modified,date_modified,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,injuries,player-week-injury-report,2024|2025,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),12283,1940,|C|CB|DE|DT|FB|G|K|LB|LS|P|QB|...(+5),PRESENT_STABLE_SCHEMA,source_metadata_or_date,transparency_only,not_required,MEDIUM,MEDIUM,LOW,NFLVerse:injuries,MEDIUM,MEDIUM,NEEDS_ASOF_OR_LEAKAGE_GATE,Timestamp/as-of semantics must be proved before historical replay or experiment use.,true,false,false,false
club_code,club_code,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,depth_charts,player-team-week-depth,2024,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),591527,3134,C|CB|DB|DE|DT|FB|FS|G|ILB|K|LB|LS|...(+10),PRESENT_STABLE_SCHEMA,unknown_or_context,review_only_status,not_required,HIGH,LOW,LOW,NFLVerse:depth_charts,NOT_ENOUGH_INFORMATION,LOW,NEEDS_ASOF_OR_LEAKAGE_GATE,Semantics not classified by inventory; requires source review.,true,false,false,false
last_name,last_name,NFLVerse,approved_local_snapshot:player_context_display_final_20260630,depth_charts,player-team-week-depth,2024,1|2|3|4|5|6|7|8|9|10|11|12|...(+10),591527,3134,C|CB|DB|DE|DT|FB|FS|G|ILB|K|LB|LS|...(+10),PRESENT_STABLE_SCHEMA,identity_plumbing,review_only_status,identity_plumbing,HIGH,LOW,LOW,NFLVerse:depth_charts|NFLVerse:injuries|NFLVerse:players|NFLVerse:rosters|NFLVerse:weekly_rosters,MEDIUM,LOW,NEEDS_IDENTITY_GATE,Identity plumbing only; not a model feature in this lane.,true,false,false,false
