normalized_field_name,source_count,source_families,source_datasets,multi_source_overlap,best_accuracy_confidence,recommended_bucket_majority,source_policy_statuses,notes
aborted_play,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
fumble_recovery_own,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
fumble_recovery_touchdowns,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
fumble_recovery_yards_opp,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
fumble_recovery_yards_own,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
fumbled_1_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
fumbled_1_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
fumbled_1_team,1,NFLVerse,play_by_play,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
fumbled_2_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
fumbled_2_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
fumbled_2_team,1,NFLVerse,play_by_play,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
fumbles,1,EXPECTED_FIELD,not_found,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,not_available,Multi-source overlap supports consistency review only; no model approval.
fumbles_lost,1,EXPECTED_FIELD,not_found,false,MEDIUM,NEEDS_ZERO_OR_MISSINGNESS_GATE,not_available,Multi-source overlap supports consistency review only; no model approval.
game_date,2,NFLVerse|NWR_ZERO_ELIGIBILITY,play_by_play|player_week_zero_eligibility_matrix,true,MEDIUM,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only|review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
game_half,1,NFLVerse,play_by_play,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
game_id,9,NFLVerse,ff_opportunity|officials|pfr_advstats|play_by_play|player_stats_seasonal|player_stats_weekly|schedules|snap_counts|team_stats,true,HIGH,NEEDS_IDENTITY_GATE,display_only|display_only_context|review_only_heavy_raw|review_only_status|safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
game_key,1,NFLVerse,officials,false,MEDIUM,DISPLAY_ONLY_CONTEXT,display_only_context,Multi-source overlap supports consistency review only; no model approval.
game_seconds_remaining,2,NFLVerse,ff_opportunity|play_by_play,true,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_heavy_raw|review_only_status,Multi-source overlap supports consistency review only; no model approval.
game_stadium,1,NFLVerse,play_by_play,false,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
game_type,7,NFLVerse,depth_charts|injuries|pfr_advstats|rosters|schedules|snap_counts|weekly_rosters,true,HIGH,DISPLAY_ONLY_CONTEXT,display_only|identity_only|review_only_status|safe_review|transparency_only,Multi-source overlap supports consistency review only; no model approval.
gameday,1,NFLVerse,schedules,false,HIGH,HIGH_CONFIDENCE_CONTEXT_FIELD,display_only,Multi-source overlap supports consistency review only; no model approval.
games,2,NFLVerse,draft_picks|player_stats_seasonal,true,HIGH,HIGH_CONFIDENCE_FACTUAL_STAT,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
games_missed_while_rostered,1,NWR_AVAILABILITY_DENOMINATOR,availability_denominator_display_artifact,false,MEDIUM,NEEDS_ZERO_OR_MISSINGNESS_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
games_played_context,1,NWR_AVAILABILITY_DENOMINATOR,availability_denominator_display_artifact,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
games_while_rostered,1,NWR_AVAILABILITY_DENOMINATOR,availability_denominator_display_artifact,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
games_with_recorded_stats,1,NWR_AVAILABILITY_DENOMINATOR,availability_denominator_display_artifact,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
games_with_snaps,1,NWR_AVAILABILITY_DENOMINATOR,availability_denominator_display_artifact,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
gametime,1,NFLVerse,schedules,false,MEDIUM,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
gave,1,NFLVerse,trades,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only_context,Multi-source overlap supports consistency review only; no model approval.
goal_to_go,2,NFLVerse,ff_opportunity|play_by_play,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw|review_only_status,Multi-source overlap supports consistency review only; no model approval.
grain,3,NWR_NFL_USAGE_ADV_CONTEXT_FIELD_INVENTORY|NWR_NFL_USAGE_CORE_FIELD_INVENTORY|NWR_NFL_USAGE_DERIVED_FIELD_INVENTORY,nfl_usage_advanced_context_field_inventory_v0|nfl_usage_core_field_inventory_v0|nfl_usage_derived_field_inventory_v0,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only,Multi-source overlap supports consistency review only; no model approval.
gsis,1,NFLVerse,schedules,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
gsis_id,10,NFLVerse|NWR_COMPACT_FIRST_DOWN_SIDECAR|NWR_ZERO_ELIGIBILITY,compact_player_stats_sidecar_candidate|contracts|depth_charts|draft_picks|ff_playerids|injuries|player_week_zero_eligibility_matrix|players|rosters|weekly_rosters,true,HIGH,NEEDS_IDENTITY_GATE,display_only_context|identity_only|review_only|review_only_status|safe_review_context|transparency_only,Multi-source overlap supports consistency review only; no model approval.
gsis_it_id,2,NFLVerse,rosters|weekly_rosters,true,HIGH,HIGH_CONFIDENCE_IDENTITY_PLUMBING,identity_only,Multi-source overlap supports consistency review only; no model approval.
guaranteed,1,NFLVerse,contracts,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only_context,Multi-source overlap supports consistency review only; no model approval.
gwfg_att,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
gwfg_blocked,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
gwfg_distance,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
gwfg_distance_list,1,NFLVerse,player_stats_seasonal,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review,Multi-source overlap supports consistency review only; no model approval.
gwfg_made,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
gwfg_missed,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
half_sack_1_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
half_sack_1_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
half_sack_2_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
half_sack_2_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
half_seconds_remaining,2,NFLVerse,ff_opportunity|play_by_play,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw|review_only_status,Multi-source overlap supports consistency review only; no model approval.
headshot,1,NFLVerse,players,false,BLOCKED,BLOCKED_SOURCE_POLICY,identity_only,Multi-source overlap supports consistency review only; no model approval.
headshot_url,4,NFLVerse,player_stats_seasonal|player_stats_weekly|rosters|weekly_rosters,true,BLOCKED,BLOCKED_SOURCE_POLICY,identity_only|safe_review,Multi-source overlap supports consistency review only; no model approval.
height,5,NFLVerse,contracts|ff_playerids|players|rosters|weekly_rosters,true,HIGH,HIGH_CONFIDENCE_CONTEXT_FIELD,display_only_context|identity_only,Multi-source overlap supports consistency review only; no model approval.
hidden_sort_allowed,3,NWR_AVAILABILITY_DENOMINATOR|NWR_PLAYER_CONTEXT|NWR_SCHEDULE_CONTEXT_FIELD_POLICY,availability_denominator_display_artifact|nflverse_player_context_display_artifact|schedule_context_field_policy,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
hof,1,NFLVerse,draft_picks,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review_context,Multi-source overlap supports consistency review only; no model approval.
home_coach,2,NFLVerse,play_by_play|schedules,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only|review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
home_moneyline,1,NFLVerse,schedules,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
home_opening_kickoff,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
home_qb_id,1,NFLVerse,schedules,false,HIGH,HIGH_CONFIDENCE_IDENTITY_PLUMBING,display_only,Multi-source overlap supports consistency review only; no model approval.
home_qb_name,1,NFLVerse,schedules,false,HIGH,HIGH_CONFIDENCE_IDENTITY_PLUMBING,display_only,Multi-source overlap supports consistency review only; no model approval.
home_rest,1,NFLVerse,schedules,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
home_score,2,NFLVerse,play_by_play|schedules,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only|review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
home_spread_odds,1,NFLVerse,schedules,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
home_team,2,NFLVerse,play_by_play|schedules,true,HIGH,HIGH_CONFIDENCE_CONTEXT_FIELD,display_only|review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
home_timeouts_remaining,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
home_wp,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
home_wp_post,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
ht,1,NFLVerse,combine,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review_context,Multi-source overlap supports consistency review only; no model approval.
id,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
identity_caveat,1,NWR_PLAYER_CONTEXT,nflverse_player_context_display_artifact,false,HIGH,HIGH_CONFIDENCE_IDENTITY_PLUMBING,display_only,Multi-source overlap supports consistency review only; no model approval.
identity_join_status,4,NWR_AVAILABILITY_DENOMINATOR|NWR_COMPACT_FIRST_DOWN_SIDECAR|NWR_OBSERVED_FULL_SCORING_SIDECAR|NWR_PLAYER_CONTEXT,availability_denominator_display_artifact|compact_player_stats_sidecar_candidate|nflverse_player_context_display_artifact|observed_row_full_scoring_sidecar_artifact,true,HIGH,HIGH_CONFIDENCE_IDENTITY_PLUMBING,display_only|review_only,Multi-source overlap supports consistency review only; no model approval.
identity_status,1,NWR_ZERO_ELIGIBILITY,player_week_zero_eligibility_matrix,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only,Multi-source overlap supports consistency review only; no model approval.
implied_total,1,NFLVerse,ff_opportunity,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
inactive_indicator,1,EXPECTED_FIELD,not_found,false,MEDIUM,NEEDS_ZERO_OR_MISSINGNESS_GATE,not_available,Multi-source overlap supports consistency review only; no model approval.
incomplete_pass,1,NFLVerse,play_by_play,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
inflated_apy,1,NFLVerse,contracts,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only_context,Multi-source overlap supports consistency review only; no model approval.
inflated_guaranteed,1,NFLVerse,contracts,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only_context,Multi-source overlap supports consistency review only; no model approval.
inflated_value,1,NFLVerse,contracts,false,BLOCKED,BLOCKED_MARKET_OR_PROJECTION,display_only_context,Multi-source overlap supports consistency review only; no model approval.
injury_report_date_week,1,NWR_PLAYER_CONTEXT,nflverse_player_context_display_artifact,false,MEDIUM,DISPLAY_ONLY_CONTEXT,display_only,Multi-source overlap supports consistency review only; no model approval.
injury_report_status,3,NFLVerse|NWR_PLAYER_CONTEXT|NWR_ZERO_ELIGIBILITY,injuries|nflverse_player_context_display_artifact|player_week_zero_eligibility_matrix,true,MEDIUM,DISPLAY_ONLY_CONTEXT,display_only|review_only|transparency_only,Multi-source overlap supports consistency review only; no model approval.
inside_10_carries,1,EXPECTED_FIELD,not_found,false,MEDIUM,NOT_AVAILABLE,not_available,Multi-source overlap supports consistency review only; no model approval.
inside_10_targets,1,EXPECTED_FIELD,not_found,false,MEDIUM,NOT_AVAILABLE,not_available,Multi-source overlap supports consistency review only; no model approval.
inside_10_touches,1,EXPECTED_FIELD,not_found,false,MEDIUM,NOT_AVAILABLE,not_available,Multi-source overlap supports consistency review only; no model approval.
inside_5_carries,1,EXPECTED_FIELD,not_found,false,MEDIUM,NOT_AVAILABLE,not_available,Multi-source overlap supports consistency review only; no model approval.
inside_5_targets,1,EXPECTED_FIELD,not_found,false,MEDIUM,NOT_AVAILABLE,not_available,Multi-source overlap supports consistency review only; no model approval.
inside_5_touches,1,EXPECTED_FIELD,not_found,false,MEDIUM,NOT_AVAILABLE,not_available,Multi-source overlap supports consistency review only; no model approval.
interception,2,NFLVerse,ff_opportunity|play_by_play,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw|review_only_status,Multi-source overlap supports consistency review only; no model approval.
interception_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
interception_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
is_active,1,NFLVerse,contracts,false,MEDIUM,NEEDS_ZERO_OR_MISSINGNESS_GATE,display_only_context,Multi-source overlap supports consistency review only; no model approval.
is_catchable_ball,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_contested_ball,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_created_reception,1,NFLVerse,ftn_charting,false,MEDIUM,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_drop,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_interception_worthy,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_motion,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_no_huddle,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_play_action,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_qb_fault_sack,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_qb_out_of_pocket,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_qb_sneak,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_rpo,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_screen_pass,1,NFLVerse,ftn_charting,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_throw_away,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
is_trick_play,1,NFLVerse,ftn_charting,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_status,Multi-source overlap supports consistency review only; no model approval.
jersey_number,6,NFLVerse,depth_charts|officials|play_by_play|players|rosters|weekly_rosters,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,display_only_context|identity_only|review_only_heavy_raw|review_only_status,Multi-source overlap supports consistency review only; no model approval.
kick_distance,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
kicker_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
kicker_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
kickoff_attempt,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
kickoff_downed,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
kickoff_fair_catch,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
kickoff_in_endzone,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
kickoff_inside_twenty,1,NFLVerse,play_by_play,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
kickoff_out_of_bounds,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
kickoff_return_yards,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,MEDIUM,NEEDS_ZERO_OR_MISSINGNESS_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
kickoff_returner_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
kickoff_returner_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
kickoff_returns,3,NFLVerse,player_stats_seasonal|player_stats_weekly|team_stats,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,safe_review|safe_review_context,Multi-source overlap supports consistency review only; no model approval.
ktc_id,1,NFLVerse,ff_playerids,false,HIGH,HIGH_CONFIDENCE_IDENTITY_PLUMBING,identity_only,Multi-source overlap supports consistency review only; no model approval.
label_truth_allowed,4,NWR_COMPACT_FIRST_DOWN_SIDECAR|NWR_OBSERVED_FULL_SCORING_SIDECAR|NWR_PLAYER_STATS_SOURCE_ADMISSION_SCHEMA|NWR_ZERO_ELIGIBILITY,compact_player_stats_sidecar_candidate|observed_row_full_scoring_sidecar_artifact|player_stats_schema_manifest|player_week_zero_eligibility_matrix,true,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only|safe_review,Multi-source overlap supports consistency review only; no model approval.
last_active_season,1,NWR_PLAYER_CONTEXT,nflverse_player_context_display_artifact,false,MEDIUM,NEEDS_ZERO_OR_MISSINGNESS_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
last_active_week,1,NWR_PLAYER_CONTEXT,nflverse_player_context_display_artifact,false,MEDIUM,NEEDS_ZERO_OR_MISSINGNESS_GATE,display_only,Multi-source overlap supports consistency review only; no model approval.
last_name,5,NFLVerse,depth_charts|injuries|players|rosters|weekly_rosters,true,HIGH,HIGH_CONFIDENCE_IDENTITY_PLUMBING,identity_only|review_only_status|transparency_only,Multi-source overlap supports consistency review only; no model approval.
last_season,1,NFLVerse,players,false,HIGH,HIGH_CONFIDENCE_CONTEXT_FIELD,identity_only,Multi-source overlap supports consistency review only; no model approval.
lateral_interception_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_interception_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_kickoff_returner_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_kickoff_returner_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_punt_returner_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_punt_returner_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_receiver_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_receiver_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_receiving_yards,1,NFLVerse,play_by_play,false,MEDIUM,BLOCKED_LOW_COVERAGE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_reception,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_recovery,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_return,1,NFLVerse,play_by_play,false,BLOCKED,NEEDS_ASOF_OR_LEAKAGE_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_rush,1,NFLVerse,play_by_play,false,MEDIUM,EXPERIMENT_CANDIDATE_REQUIRES_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_rusher_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_rusher_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_rushing_yards,1,NFLVerse,play_by_play,false,MEDIUM,BLOCKED_LOW_COVERAGE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_sack_player_id,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
lateral_sack_player_name,1,NFLVerse,play_by_play,false,MEDIUM,NEEDS_IDENTITY_GATE,review_only_heavy_raw,Multi-source overlap supports consistency review only; no model approval.
latest_snap_season,1,NWR_PLAYER_CONTEXT,nflverse_player_context_display_artifact,false,HIGH,HIGH_CONFIDENCE_CONTEXT_FIELD,display_only,Multi-source overlap supports consistency review only; no model approval.
latest_snap_week,1,NWR_PLAYER_CONTEXT,nflverse_player_context_display_artifact,false,HIGH,HIGH_CONFIDENCE_CONTEXT_FIELD,display_only,Multi-source overlap supports consistency review only; no model approval.
latest_team,1,NFLVerse,players,false,HIGH,HIGH_CONFIDENCE_CONTEXT_FIELD,identity_only,Multi-source overlap supports consistency review only; no model approval.
leakage_risk,2,NWR_NFL_USAGE_PROMOTION_CANDIDATES|NWR_ROOKIE_SOURCE_EXPANSION_FEATURE_POLICY,nfl_usage_field_candidate_classification_v0|rookie_feature_policy_refresh_matrix_v1,true,MEDIUM,DISPLAY_ONLY_CONTEXT,review_only,Multi-source overlap supports consistency review only; no model approval.
