candidate_id,seed_candidate,cluster_id,seed_neighborhood,formula_family,formula_definition,score_kind,params,input_fields,weights,position_scope,source/use-gate status,blocked_input_check,leakage/as-of check status,review_only_status,required_comparator,score_changes_allowed,caveat
REFINE_031_WRTE_THREE_70_20_10_YOUNG_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_70_20_10_young_010,modifier,base=three;w1=0.700;w2=0.200;w3=0.100;young_context=0.010,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;w1=0.700;w2=0.200;w3=0.100;young_context=0.010,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_032_WRTE_THREE_70_20_10_LOWSPARSE_YOUNG_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_70_20_10_lowsparse_young_010,modifier,base=three;low_sparse_young_context=0.010;w1=0.700;w2=0.200;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;low_sparse_young_context=0.010;w1=0.700;w2=0.200;w3=0.100,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_033_WRTE_THREE_65_25_10_PLAIN,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_65_25_10_plain,modifier,base=three;w1=0.650;w2=0.250;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;w1=0.650;w2=0.250;w3=0.100,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_034_WRTE_THREE_65_25_10_LATE_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_65_25_10_late_010,modifier,base=three;late_guard=0.010;w1=0.650;w2=0.250;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;late_guard=0.010;w1=0.650;w2=0.250;w3=0.100,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_035_WRTE_THREE_65_25_10_YOUNG_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_65_25_10_young_010,modifier,base=three;w1=0.650;w2=0.250;w3=0.100;young_context=0.010,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;w1=0.650;w2=0.250;w3=0.100;young_context=0.010,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_036_WRTE_THREE_65_25_10_LOWSPARSE_YOUNG_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_65_25_10_lowsparse_young_010,modifier,base=three;low_sparse_young_context=0.010;w1=0.650;w2=0.250;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;low_sparse_young_context=0.010;w1=0.650;w2=0.250;w3=0.100,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_037_WRTE_THREE_60_30_10_PLAIN,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_60_30_10_plain,modifier,base=three;w1=0.600;w2=0.300;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;w1=0.600;w2=0.300;w3=0.100,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_038_WRTE_THREE_60_30_10_LATE_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_60_30_10_late_010,modifier,base=three;late_guard=0.010;w1=0.600;w2=0.300;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;late_guard=0.010;w1=0.600;w2=0.300;w3=0.100,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_039_WRTE_THREE_60_30_10_YOUNG_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_60_30_10_young_010,modifier,base=three;w1=0.600;w2=0.300;w3=0.100;young_context=0.010,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;w1=0.600;w2=0.300;w3=0.100;young_context=0.010,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_040_WRTE_THREE_60_30_10_LOWSPARSE_YOUNG_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_60_30_10_lowsparse_young_010,modifier,base=three;low_sparse_young_context=0.010;w1=0.600;w2=0.300;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;low_sparse_young_context=0.010;w1=0.600;w2=0.300;w3=0.100,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_041_WRTE_THREE_55_30_15_PLAIN,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_55_30_15_plain,modifier,base=three;w1=0.550;w2=0.300;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;w1=0.550;w2=0.300;w3=0.150,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_042_WRTE_THREE_55_30_15_LATE_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_55_30_15_late_010,modifier,base=three;late_guard=0.010;w1=0.550;w2=0.300;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;late_guard=0.010;w1=0.550;w2=0.300;w3=0.150,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_043_WRTE_THREE_55_30_15_YOUNG_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_55_30_15_young_010,modifier,base=three;w1=0.550;w2=0.300;w3=0.150;young_context=0.010,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;w1=0.550;w2=0.300;w3=0.150;young_context=0.010,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_044_WRTE_THREE_55_30_15_LOWSPARSE_YOUNG_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_55_30_15_lowsparse_young_010,modifier,base=three;low_sparse_young_context=0.010;w1=0.550;w2=0.300;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;low_sparse_young_context=0.010;w1=0.550;w2=0.300;w3=0.150,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_045_WRTE_TWO_70_30_0_PLAIN,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_two_70_30_0_plain,modifier_two,base=two;w1=0.700;w2=0.300,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=two;w1=0.700;w2=0.300,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_046_WRTE_TWO_70_30_0_LATE_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_two_70_30_0_late_010,modifier_two,base=two;late_guard=0.010;w1=0.700;w2=0.300,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=two;late_guard=0.010;w1=0.700;w2=0.300,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_047_WRTE_TWO_70_30_0_YOUNG_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_two_70_30_0_young_010,modifier_two,base=two;w1=0.700;w2=0.300;young_context=0.010,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=two;w1=0.700;w2=0.300;young_context=0.010,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_048_WRTE_TWO_70_30_0_LOWSPARSE_YOUNG_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_two_70_30_0_lowsparse_young_010,modifier_two,base=two;low_sparse_young_context=0.010;w1=0.700;w2=0.300,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=two;low_sparse_young_context=0.010;w1=0.700;w2=0.300,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_049_QB_THREE_70_20_10,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_70_20_10,base,base=three;w1=0.700;w2=0.200;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,base=three;w1=0.700;w2=0.200;w3=0.100,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_fixed_predeclared_no_tuning
REFINE_050_QB_THREE_70_20_10_SPARSE25,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_70_20_10_sparse25,sparse_guard,alpha=0.250;base=three;w1=0.700;w2=0.200;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,alpha=0.250;base=three;w1=0.700;w2=0.200;w3=0.100,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_sparse_guard_not_production_penalty
REFINE_051_QB_THREE_65_25_10,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_65_25_10,base,base=three;w1=0.650;w2=0.250;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,base=three;w1=0.650;w2=0.250;w3=0.100,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_fixed_predeclared_no_tuning
REFINE_052_QB_THREE_65_25_10_SPARSE25,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_65_25_10_sparse25,sparse_guard,alpha=0.250;base=three;w1=0.650;w2=0.250;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,alpha=0.250;base=three;w1=0.650;w2=0.250;w3=0.100,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_sparse_guard_not_production_penalty
REFINE_053_QB_THREE_60_25_15,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_60_25_15,base,base=three;w1=0.600;w2=0.250;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,base=three;w1=0.600;w2=0.250;w3=0.150,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_fixed_predeclared_no_tuning
REFINE_054_QB_THREE_60_25_15_SPARSE25,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_60_25_15_sparse25,sparse_guard,alpha=0.250;base=three;w1=0.600;w2=0.250;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,alpha=0.250;base=three;w1=0.600;w2=0.250;w3=0.150,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_sparse_guard_not_production_penalty
REFINE_055_QB_THREE_60_30_10,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_60_30_10,base,base=three;w1=0.600;w2=0.300;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,base=three;w1=0.600;w2=0.300;w3=0.100,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_fixed_predeclared_no_tuning
REFINE_056_QB_THREE_60_30_10_SPARSE25,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_60_30_10_sparse25,sparse_guard,alpha=0.250;base=three;w1=0.600;w2=0.300;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,alpha=0.250;base=three;w1=0.600;w2=0.300;w3=0.100,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_sparse_guard_not_production_penalty
REFINE_057_QB_THREE_55_30_15,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_55_30_15,base,base=three;w1=0.550;w2=0.300;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,base=three;w1=0.550;w2=0.300;w3=0.150,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_fixed_predeclared_no_tuning
REFINE_058_QB_THREE_55_30_15_SPARSE25,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_55_30_15_sparse25,sparse_guard,alpha=0.250;base=three;w1=0.550;w2=0.300;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,alpha=0.250;base=three;w1=0.550;w2=0.300;w3=0.150,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_sparse_guard_not_production_penalty
REFINE_059_QB_THREE_55_25_20,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_55_25_20,base,base=three;w1=0.550;w2=0.250;w3=0.200,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,base=three;w1=0.550;w2=0.250;w3=0.200,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_fixed_predeclared_no_tuning
REFINE_060_QB_THREE_55_25_20_SPARSE25,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_55_25_20_sparse25,sparse_guard,alpha=0.250;base=three;w1=0.550;w2=0.250;w3=0.200,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,alpha=0.250;base=three;w1=0.550;w2=0.250;w3=0.200,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_sparse_guard_not_production_penalty
REFINE_061_QB_THREE_50_35_15,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_50_35_15,base,base=three;w1=0.500;w2=0.350;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,base=three;w1=0.500;w2=0.350;w3=0.150,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_fixed_predeclared_no_tuning
REFINE_062_QB_THREE_50_35_15_SPARSE25,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_50_35_15_sparse25,sparse_guard,alpha=0.250;base=three;w1=0.500;w2=0.350;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,alpha=0.250;base=three;w1=0.500;w2=0.350;w3=0.150,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_sparse_guard_not_production_penalty
REFINE_063_QB_THREE_50_30_20,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_50_30_20,base,base=three;w1=0.500;w2=0.300;w3=0.200,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,base=three;w1=0.500;w2=0.300;w3=0.200,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_fixed_predeclared_no_tuning
REFINE_064_QB_THREE_50_30_20_SPARSE25,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_50_30_20_sparse25,sparse_guard,alpha=0.250;base=three;w1=0.500;w2=0.300;w3=0.200,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,alpha=0.250;base=three;w1=0.500;w2=0.300;w3=0.200,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_sparse_guard_not_production_penalty
REFINE_065_QB_THREE_45_35_20,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_45_35_20,base,base=three;w1=0.450;w2=0.350;w3=0.200,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,base=three;w1=0.450;w2=0.350;w3=0.200,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_fixed_predeclared_no_tuning
REFINE_066_QB_THREE_45_35_20_SPARSE25,GAUNTLET_039_QB_THREE_55_30_15,C03,qb_three_year,C_QB_THREE_YEAR_REFINEMENT,qb_three_45_35_20_sparse25,sparse_guard,alpha=0.250;base=three;w1=0.450;w2=0.350;w3=0.200,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points,alpha=0.250;base=three;w1=0.450;w2=0.350;w3=0.200,QB,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_sparse_guard_not_production_penalty
