player_id,player,pos,nfl_team,age,final_board_rank,current_candidate_rank,tuned_v2_cross_asset_rank,tuned_v2_cross_asset_value,rank_delta_vs_frozen,rank_delta_vs_current_candidate,dynasty_rank_if_available,position_rank,adp,available_pool_adp_rank,available_pool_adp_range,current_pick_value_1_03,current_pick_value_1_04,current_pick_value_1_09,current_pick_value_2_04,current_pick_value_2_08,outcome_applicable_summary,horizon_2026_band,horizon_2027_band,horizon_next5y_band,confidence_band,uncertainty_reasons,reason_to_draft,reason_to_pass,human_review_priority,source_note
,Donaven Mcculley,WR,MIA,Not enough information,48,52,46,7.95,2,6,,30,999.0,256,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Medium-low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,MEDIUM,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Caullin Lacy,WR,NYJ,Not enough information,49,53,47,7.95,2,6,,31,999.0,257,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Medium-low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,MEDIUM,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Trebor Pena,WR,JAC,Not enough information,51,55,48,7.95,3,7,,33,339.1,239,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Medium-low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,MEDIUM,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Jordyn Tyson,WR,NO,Not enough information,53,57,49,7.95,4,8,,35,52.1,51,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Medium-low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,MEDIUM,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Kaelon Black,RB,SF,Not enough information,56,59,50,7.95,6,9,,19,215.0,203,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Medium-low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,MEDIUM,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Jamal Haynes,RB,CIN,Not enough information,58,61,51,7.95,7,10,,20,999.0,265,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Medium-low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,MEDIUM,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Sieh Bangura,RB,needs_data,Not enough information,27,36,52,6.36,-25,-16,,12,Not enough information,Not enough information,Not enough information,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; needs_data_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,HIGH,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
3294.0,Dak Prescott,QB,DAL,32.9,60,32,53,5.78,7,-21,70.0,2,112.7,112,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Medium-low,full_dynasty_anchor_strengthened; 1qb_qb_discount; manual_review_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,MEDIUM,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Eli Stowers,TE,PHI,Not enough information,55,58,54,5.45,1,4,,1,108.3,107,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Medium-low,rookie_rank_crosswalk_confidence_capped; manual_review_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,MEDIUM,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Sam Roush,TE,CHI,Not enough information,57,60,55,5.45,2,5,,2,350.0,242,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Medium-low,rookie_rank_crosswalk_confidence_capped; manual_review_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,MEDIUM,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Jacob De Jesus,WR,needs_data,Not enough information,32,40,56,3.95,-24,-16,,18,999.0,251,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; needs_data_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,HIGH,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Devin Voisin,WR,needs_data,Not enough information,36,43,57,3.95,-21,-14,,21,Not enough information,Not enough information,Not enough information,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; needs_data_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,HIGH,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,O'Mega Blake,WR,needs_data,Not enough information,38,45,58,3.95,-20,-13,,23,352.5,243,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; needs_data_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,HIGH,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Barika Kpeenu,RB,needs_data,Not enough information,44,49,59,3.95,-15,-10,,17,Not enough information,Not enough information,Not enough information,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; needs_data_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,HIGH,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Deion Burks,WR,IND,Not enough information,50,54,60,3.95,-10,-6,,32,264.7,231,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; needs_data_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,HIGH,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Braylon James,WR,needs_data,Not enough information,52,56,61,3.95,-9,-5,,34,Not enough information,Not enough information,Not enough information,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; needs_data_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,HIGH,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Jamarion Miller,RB,needs_data,Not enough information,59,62,62,3.95,-3,0,,21,Not enough information,Not enough information,Not enough information,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; needs_data_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,HIGH,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
,Chip Trayanum,RB,needs_data,Not enough information,61,63,63,3.95,-2,0,,22,Not enough information,Not enough information,Not enough information,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Low,rookie_rank_crosswalk_confidence_capped; rb_wr_flex_scarcity; manual_review_penalty; needs_data_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,HIGH,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
1479.0,Keenan Allen,WR,UNKNOWN,34.2,64,64,64,0.0,0,0,124.0,38,272.6,235,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Low,full_dynasty_anchor_strengthened; rb_wr_flex_scarcity; unknown_team_role_penalty; manual_review_penalty; outcome_missing_confidence_only; older_veteran_age_role_constraint,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,HIGH,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
8183.0,Brock Purdy,QB,SF,26.5,65,65,65,0.0,0,0,185.0,3,76.2,75,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Medium-low,full_dynasty_anchor_strengthened; 1qb_qb_discount; manual_review_penalty; outcome_missing_confidence_only,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,MEDIUM,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
2505.0,Darren Waller,TE,UNKNOWN,33.8,66,66,66,0.0,0,0,226.0,3,999.0,277,Depth / later,Reach,Reach,Reach,Reach,Reach,Not enough information,Not enough information,Not enough information,Not enough information,Low,full_dynasty_anchor_strengthened; unknown_team_role_penalty; manual_review_penalty; outcome_missing_confidence_only; older_veteran_age_role_constraint,Internal value anchor and tuned V2 cross-asset context keep this player in the human-review set.,Review-only candidate; do not use over Final Board Rank/Dynasty Rank without human context.,HIGH,Tuned V2 Candidate / Review-Only; does not replace Final Board Rank or Dynasty Rank; ADP is display-only; no verified full historical dropped-veteran panel.
