stable_player_id,player_name,position,team,feature_anchor_season,prediction_anchor,player_id_sleeper,player_id_gsis,feature_join_status,candidate_feature_ready,missing_required_features,prior_carries,prior_games,prior_interceptions,prior_nwr_points,prior_nwr_ppg,prior_opportunities,prior_passing_attempts,prior_passing_completions,prior_passing_first_downs,prior_passing_td,prior_passing_yards,prior_receiving_first_downs,prior_receiving_yards,prior_receptions,prior_rushing_first_downs,prior_rushing_yards,prior_targets,prior_touches,feature_source_artifact,join_method,review_only,candidate_rank_output_present,production_approved,app_wiring_allowed,model_use_allowed,source_truth_allowed,scoring_feature_status,scoring_missing_reason,scoring_source_artifact,scoring_version_id,prior_games_derivation,prior_nwr_points_derivation,prior_nwr_ppg_derivation
4866,Saquon Barkley,RB,PHI,2025,2026_current_board_shadow_review,4866,00-0034844,EXACT_SLEEPER_MATCH_2025_USAGE,true,,280,16,0,202.7,12.6687,330,0,0,0,0,0,11,273,37,50,1140,50,317,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
6790,D'Andre Swift,RB,CHI,2025,2026_current_board_shadow_review,6790,00-0036275,EXACT_SLEEPER_MATCH_2025_USAGE,true,,223,16,0,206.2,12.8875,271,0,0,0,0,0,11,299,34,63,1087,48,257,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
8126,Wan'Dale Robinson,WR,TEN,2025,2026_current_board_shadow_review,8126,00-0038117,EXACT_SLEEPER_MATCH_2025_USAGE,true,,3,16,0,135.6667,8.4792,143,0,0,0,0,0,40,1014,92,1,5,140,95,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
7543,Travis Etienne,RB,NO,2025,2026_current_board_shadow_review,7543,00-0036973,EXACT_SLEEPER_MATCH_2025_USAGE,true,,260,17,0,217.9,12.8176,312,0,0,0,0,0,14,292,36,51,1107,52,296,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
12514,Emeka Egbuka,WR,TB,2025,2026_current_board_shadow_review,12514,00-0040129,EXACT_SLEEPER_MATCH_2025_USAGE,true,,2,17,0,134.3,7.9,129,0,0,0,0,0,34,938,63,0,9,127,65,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
8228,Jaylen Warren,RB,PIT,2025,2026_current_board_shadow_review,8228,00-0037228,EXACT_SLEEPER_MATCH_2025_USAGE,true,,211,16,0,194.3334,12.1458,256,0,0,0,0,0,13,333,40,53,958,45,251,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
9487,Parker Washington,WR,JAX,2025,2026_current_board_shadow_review,9487,00-0038606,EXACT_SLEEPER_MATCH_2025_USAGE,true,,7,16,0,142.1666,8.8854,102,0,0,0,0,0,37,847,58,2,0,95,65,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
11604,Brock Bowers,TE,LV,2025,2026_current_board_shadow_review,11604,00-0039338,EXACT_SLEEPER_MATCH_2025_USAGE,true,,2,12,0,112.6,9.3833,88,0,0,0,0,0,36,680,64,0,2,86,66,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
12527,Ashton Jeanty,RB,LV,2025,2026_current_board_shadow_review,12527,00-0040122,EXACT_SLEEPER_MATCH_2025_USAGE,true,,266,17,0,195.1,11.4765,339,0,0,0,0,0,14,346,55,46,975,73,321,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
2133,Davante Adams,WR,LAR,2025,2026_current_board_shadow_review,2133,00-0031381,EXACT_SLEEPER_MATCH_2025_USAGE,true,,0,14,0,155.3,11.0929,114,0,0,0,0,0,51,789,60,0,0,114,60,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
11620,Rome Odunze,WR,CHI,2025,2026_current_board_shadow_review,11620,00-0039919,EXACT_SLEEPER_MATCH_2025_USAGE,true,,0,12,0,104.9,8.7417,90,0,0,0,0,0,37,661,44,0,0,90,44,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
6904,Jalen Hurts,QB,PHI,2025,2026_current_board_shadow_review,6904,00-0036389,EXACT_SLEEPER_MATCH_2025_USAGE,true,,105,16,6,264.3667,16.5229,105,454,294,150,25,3224,0,0,0,42,421,0,105,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
6797,Justin Herbert,QB,LAC,2025,2026_current_board_shadow_review,6797,00-0036355,EXACT_SLEEPER_MATCH_2025_USAGE,true,,83,16,13,261.8333,16.3646,83,512,340,175,26,3727,0,0,0,37,498,0,83,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
