ingredient_family,found_path,file_name,source_type,raw_vs_derived,file_size,modified_time,sha256,row_count,columns,season_coverage,position_coverage,player_id_fields,join_keys,row_grain,source_use_gate_status,leakage_asof_status,identity_risk,missingness_risk,formula_test_candidate,ranking_integration_candidate_later,availability_classification,park_status,notes,read_status
ftn_charting,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\ftn_charting__ftn_charting_2022.parquet,ftn_charting__ftn_charting_2022.parquet,local_advanced_metrics_cache,raw_or_source_cache,501910,2026-07-08T00:40:24.793868+00:00,2846ef9bcc5f7298a5c783fb9a5edc85b3820c0b4943bf60a1217398e412985b,41643,ftn_game_id|nflverse_game_id|season|week|ftn_play_id|nflverse_play_id|starting_hash|qb_location|n_offense_backfield|n_defense_box|is_no_huddle|is_motion|is_play_action|is_screen_pass|is_rpo|is_trick_play|is_qb_out_of_pocket|is_interception_worthy|is_throw_away|read_thrown|is_catchable_ball|is_contested_ball|is_created_reception|is_drop|is_qb_sneak|n_blitzers|n_pass_rushers|is_qb_fault_sack|date_pulled,2022,,,season|week,play_level_or_team_level,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0264_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_READY_FOR_SCHEMA_REVIEW,active_candidate_or_rebuildable,Local FTN charting parquet exists for 2022-2024 with motion/play-action/catchable/drop/pressure-like charting fields.,parquet
ftn_charting,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\ftn_charting__ftn_charting_2023.parquet,ftn_charting__ftn_charting_2023.parquet,local_advanced_metrics_cache,raw_or_source_cache,567781,2026-07-08T00:40:25.747479+00:00,162f0f48a8fca23f86a334c78e27f8daa7443e6b383beada0416b65c593b2c0e,48225,ftn_game_id|nflverse_game_id|season|week|ftn_play_id|nflverse_play_id|starting_hash|qb_location|n_offense_backfield|n_defense_box|is_no_huddle|is_motion|is_play_action|is_screen_pass|is_rpo|is_trick_play|is_qb_out_of_pocket|is_interception_worthy|is_throw_away|read_thrown|is_catchable_ball|is_contested_ball|is_created_reception|is_drop|is_qb_sneak|n_blitzers|n_pass_rushers|is_qb_fault_sack|date_pulled,2023,,,season|week,play_level_or_team_level,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0031_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_READY_FOR_SCHEMA_REVIEW,active_candidate_or_rebuildable,Local FTN charting parquet exists for 2022-2024 with motion/play-action/catchable/drop/pressure-like charting fields.,parquet
ftn_charting,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\ftn_charting__ftn_charting_2024.parquet,ftn_charting__ftn_charting_2024.parquet,local_advanced_metrics_cache,raw_or_source_cache,563180,2026-07-08T00:40:26.581643+00:00,9396c95effac1a81cc30efcf9c4c87ab89855548ae605404318ae949d4356119,48031,ftn_game_id|nflverse_game_id|season|week|ftn_play_id|nflverse_play_id|starting_hash|qb_location|n_offense_backfield|n_defense_box|is_no_huddle|is_motion|is_play_action|is_screen_pass|is_rpo|is_trick_play|is_qb_out_of_pocket|is_interception_worthy|is_throw_away|read_thrown|is_catchable_ball|is_contested_ball|is_created_reception|is_drop|is_qb_sneak|n_blitzers|n_pass_rushers|is_qb_fault_sack|date_pulled,2024,,,season|week,play_level_or_team_level,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0000_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_READY_FOR_SCHEMA_REVIEW,active_candidate_or_rebuildable,Local FTN charting parquet exists for 2022-2024 with motion/play-action/catchable/drop/pressure-like charting fields.,parquet
expected_fantasy_points_ffopportunity,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\latest-data__ep_weekly_2021.parquet,latest-data__ep_weekly_2021.parquet,local_advanced_metrics_cache,raw_or_source_cache,1155215,2026-07-08T00:40:29.250018+00:00,3545afb7a5c6ffbd7c8975632d78841063ee1e2b42b2d72f3fdf7ba4aafc7973,6065,season|posteam|week|game_id|player_id|full_name|position|pass_attempt|rec_attempt|rush_attempt|pass_air_yards|rec_air_yards|pass_completions|receptions|pass_completions_exp|receptions_exp|pass_yards_gained|rec_yards_gained|rush_yards_gained|pass_yards_gained_exp|rec_yards_gained_exp|rush_yards_gained_exp|pass_touchdown|rec_touchdown|rush_touchdown|pass_touchdown_exp|rec_touchdown_exp|rush_touchdown_exp|pass_two_point_conv|rec_two_point_conv|rush_two_point_conv|pass_two_point_conv_exp|rec_two_point_conv_exp|rush_two_point_conv_exp|pass_first_down|rec_first_down|rush_first_down|pass_first_down_exp|rec_first_down_exp|rush_first_down_exp|pass_interception|rec_interception|pass_interception_exp|rec_interception_exp|rec_fumble_lost|rush_fumble_lost|pass_fantasy_points_exp|rec_fantasy_points_exp|rush_fantasy_points_exp|pass_fantasy_points|rec_fantasy_points|rush_fantasy_points|total_yards_gained|total_yards_gained_exp|total_touchdown|total_touchdown_exp|total_first_down|total_first_down_exp|total_fantasy_points|total_fantasy_points_exp|pass_completions_diff|receptions_diff|pass_yards_gained_diff|rec_yards_gained_diff|rush_yards_gained_diff|pass_touchdown_diff|rec_touchdown_diff|rush_touchdown_diff|pass_two_point_conv_diff|rec_two_point_conv_diff|rush_two_point_conv_diff|pass_first_down_diff|rec_first_down_diff|rush_first_down_diff|pass_interception_diff|rec_interception_diff|pass_fantasy_points_diff|rec_fantasy_points_diff|rush_fantasy_points_diff|total_yards_gained_diff|total_touchdown_diff|total_first_down_diff|total_fantasy_points_diff|pass_attempt_team|rec_attempt_team|rush_attempt_team|pass_air_yards_team|rec_air_yards_team|pass_completions_team|receptions_team|pass_completions_exp_team|receptions_exp_team|pass_yards_gained_team|rec_yards_gained_team|rush_yards_gained_team|pass_yards_gained_exp_team|rec_yards_gained_exp_team|rush_yards_gained_exp_team|pass_touchdown_team|rec_touchdown_team|rush_touchdown_team|pass_touchdown_exp_team|rec_touchdown_exp_team|rush_touchdown_exp_team|pass_two_point_conv_team|rec_two_point_conv_team|rush_two_point_conv_team|pass_two_point_conv_exp_team|rec_two_point_conv_exp_team|rush_two_point_conv_exp_team|pass_first_down_team|rec_first_down_team|rush_first_down_team|pass_first_down_exp_team|rec_first_down_exp_team|rush_first_down_exp_team|pass_interception_team|rec_interception_team|pass_interception_exp_team|rec_interception_exp_team|rec_fumble_lost_team|rush_fumble_lost_team|pass_fantasy_points_exp_team|rec_fantasy_points_exp_team|rush_fantasy_points_exp_team|pass_fantasy_points_team|rec_fantasy_points_team|rush_fantasy_points_team|pass_completions_diff_team|receptions_diff_team|pass_yards_gained_diff_team|rec_yards_gained_diff_team|rush_yards_gained_diff_team|pass_touchdown_diff_team|rec_touchdown_diff_team|rush_touchdown_diff_team|pass_two_point_conv_diff_team|rec_two_point_conv_diff_team|rush_two_point_conv_diff_team|pass_first_down_diff_team|rec_first_down_diff_team|rush_first_down_diff_team|pass_interception_diff_team|rec_interception_diff_team|pass_fantasy_points_diff_team|rec_fantasy_points_diff_team|rush_fantasy_points_diff_team|total_yards_gained_team|total_yards_gained_exp_team|total_yards_gained_diff_team|total_touchdown_team|total_touchdown_exp_team|total_touchdown_diff_team|total_first_down_team|total_first_down_exp_team|total_first_down_diff_team|total_fantasy_points_team|total_fantasy_points_exp_team|total_fantasy_points_diff_team,2021,DB|DL|LB|OL|QB|RB|SPEC|TE|WR,player_id|full_name,season|week|player_id|position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0012_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_READY_FOR_SCHEMA_REVIEW,active_candidate_or_rebuildable,"Local ep_weekly parquet files contain expected fantasy points, expected yards, expected TDs, and expected first downs for 2021-2024.",parquet
expected_fantasy_points_ffopportunity,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\latest-data__ep_weekly_2022.parquet,latest-data__ep_weekly_2022.parquet,local_advanced_metrics_cache,raw_or_source_cache,1150158,2026-07-08T00:40:30.623816+00:00,0474c0a11fa927e1bef89bea0740fc94ec0cb6f314b829ca98076ea9599bc07b,6038,season|posteam|week|game_id|player_id|full_name|position|pass_attempt|rec_attempt|rush_attempt|pass_air_yards|rec_air_yards|pass_completions|receptions|pass_completions_exp|receptions_exp|pass_yards_gained|rec_yards_gained|rush_yards_gained|pass_yards_gained_exp|rec_yards_gained_exp|rush_yards_gained_exp|pass_touchdown|rec_touchdown|rush_touchdown|pass_touchdown_exp|rec_touchdown_exp|rush_touchdown_exp|pass_two_point_conv|rec_two_point_conv|rush_two_point_conv|pass_two_point_conv_exp|rec_two_point_conv_exp|rush_two_point_conv_exp|pass_first_down|rec_first_down|rush_first_down|pass_first_down_exp|rec_first_down_exp|rush_first_down_exp|pass_interception|rec_interception|pass_interception_exp|rec_interception_exp|rec_fumble_lost|rush_fumble_lost|pass_fantasy_points_exp|rec_fantasy_points_exp|rush_fantasy_points_exp|pass_fantasy_points|rec_fantasy_points|rush_fantasy_points|total_yards_gained|total_yards_gained_exp|total_touchdown|total_touchdown_exp|total_first_down|total_first_down_exp|total_fantasy_points|total_fantasy_points_exp|pass_completions_diff|receptions_diff|pass_yards_gained_diff|rec_yards_gained_diff|rush_yards_gained_diff|pass_touchdown_diff|rec_touchdown_diff|rush_touchdown_diff|pass_two_point_conv_diff|rec_two_point_conv_diff|rush_two_point_conv_diff|pass_first_down_diff|rec_first_down_diff|rush_first_down_diff|pass_interception_diff|rec_interception_diff|pass_fantasy_points_diff|rec_fantasy_points_diff|rush_fantasy_points_diff|total_yards_gained_diff|total_touchdown_diff|total_first_down_diff|total_fantasy_points_diff|pass_attempt_team|rec_attempt_team|rush_attempt_team|pass_air_yards_team|rec_air_yards_team|pass_completions_team|receptions_team|pass_completions_exp_team|receptions_exp_team|pass_yards_gained_team|rec_yards_gained_team|rush_yards_gained_team|pass_yards_gained_exp_team|rec_yards_gained_exp_team|rush_yards_gained_exp_team|pass_touchdown_team|rec_touchdown_team|rush_touchdown_team|pass_touchdown_exp_team|rec_touchdown_exp_team|rush_touchdown_exp_team|pass_two_point_conv_team|rec_two_point_conv_team|rush_two_point_conv_team|pass_two_point_conv_exp_team|rec_two_point_conv_exp_team|rush_two_point_conv_exp_team|pass_first_down_team|rec_first_down_team|rush_first_down_team|pass_first_down_exp_team|rec_first_down_exp_team|rush_first_down_exp_team|pass_interception_team|rec_interception_team|pass_interception_exp_team|rec_interception_exp_team|rec_fumble_lost_team|rush_fumble_lost_team|pass_fantasy_points_exp_team|rec_fantasy_points_exp_team|rush_fantasy_points_exp_team|pass_fantasy_points_team|rec_fantasy_points_team|rush_fantasy_points_team|pass_completions_diff_team|receptions_diff_team|pass_yards_gained_diff_team|rec_yards_gained_diff_team|rush_yards_gained_diff_team|pass_touchdown_diff_team|rec_touchdown_diff_team|rush_touchdown_diff_team|pass_two_point_conv_diff_team|rec_two_point_conv_diff_team|rush_two_point_conv_diff_team|pass_first_down_diff_team|rec_first_down_diff_team|rush_first_down_diff_team|pass_interception_diff_team|rec_interception_diff_team|pass_fantasy_points_diff_team|rec_fantasy_points_diff_team|rush_fantasy_points_diff_team|total_yards_gained_team|total_yards_gained_exp_team|total_yards_gained_diff_team|total_touchdown_team|total_touchdown_exp_team|total_touchdown_diff_team|total_first_down_team|total_first_down_exp_team|total_first_down_diff_team|total_fantasy_points_team|total_fantasy_points_exp_team|total_fantasy_points_diff_team,2022,DB|LB|OL|QB|RB|SPEC|TE|WR,player_id|full_name,season|week|player_id|position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0014_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_READY_FOR_SCHEMA_REVIEW,active_candidate_or_rebuildable,"Local ep_weekly parquet files contain expected fantasy points, expected yards, expected TDs, and expected first downs for 2021-2024.",parquet
expected_fantasy_points_ffopportunity,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\latest-data__ep_weekly_2023.parquet,latest-data__ep_weekly_2023.parquet,local_advanced_metrics_cache,raw_or_source_cache,1152618,2026-07-08T00:40:31.583885+00:00,40523f0b2c009ba2f9765f309d23b97878ac6ecfaedd540daf3ab8a696e307ca,6081,season|posteam|week|game_id|player_id|full_name|position|pass_attempt|rec_attempt|rush_attempt|pass_air_yards|rec_air_yards|pass_completions|receptions|pass_completions_exp|receptions_exp|pass_yards_gained|rec_yards_gained|rush_yards_gained|pass_yards_gained_exp|rec_yards_gained_exp|rush_yards_gained_exp|pass_touchdown|rec_touchdown|rush_touchdown|pass_touchdown_exp|rec_touchdown_exp|rush_touchdown_exp|pass_two_point_conv|rec_two_point_conv|rush_two_point_conv|pass_two_point_conv_exp|rec_two_point_conv_exp|rush_two_point_conv_exp|pass_first_down|rec_first_down|rush_first_down|pass_first_down_exp|rec_first_down_exp|rush_first_down_exp|pass_interception|rec_interception|pass_interception_exp|rec_interception_exp|rec_fumble_lost|rush_fumble_lost|pass_fantasy_points_exp|rec_fantasy_points_exp|rush_fantasy_points_exp|pass_fantasy_points|rec_fantasy_points|rush_fantasy_points|total_yards_gained|total_yards_gained_exp|total_touchdown|total_touchdown_exp|total_first_down|total_first_down_exp|total_fantasy_points|total_fantasy_points_exp|pass_completions_diff|receptions_diff|pass_yards_gained_diff|rec_yards_gained_diff|rush_yards_gained_diff|pass_touchdown_diff|rec_touchdown_diff|rush_touchdown_diff|pass_two_point_conv_diff|rec_two_point_conv_diff|rush_two_point_conv_diff|pass_first_down_diff|rec_first_down_diff|rush_first_down_diff|pass_interception_diff|rec_interception_diff|pass_fantasy_points_diff|rec_fantasy_points_diff|rush_fantasy_points_diff|total_yards_gained_diff|total_touchdown_diff|total_first_down_diff|total_fantasy_points_diff|pass_attempt_team|rec_attempt_team|rush_attempt_team|pass_air_yards_team|rec_air_yards_team|pass_completions_team|receptions_team|pass_completions_exp_team|receptions_exp_team|pass_yards_gained_team|rec_yards_gained_team|rush_yards_gained_team|pass_yards_gained_exp_team|rec_yards_gained_exp_team|rush_yards_gained_exp_team|pass_touchdown_team|rec_touchdown_team|rush_touchdown_team|pass_touchdown_exp_team|rec_touchdown_exp_team|rush_touchdown_exp_team|pass_two_point_conv_team|rec_two_point_conv_team|rush_two_point_conv_team|pass_two_point_conv_exp_team|rec_two_point_conv_exp_team|rush_two_point_conv_exp_team|pass_first_down_team|rec_first_down_team|rush_first_down_team|pass_first_down_exp_team|rec_first_down_exp_team|rush_first_down_exp_team|pass_interception_team|rec_interception_team|pass_interception_exp_team|rec_interception_exp_team|rec_fumble_lost_team|rush_fumble_lost_team|pass_fantasy_points_exp_team|rec_fantasy_points_exp_team|rush_fantasy_points_exp_team|pass_fantasy_points_team|rec_fantasy_points_team|rush_fantasy_points_team|pass_completions_diff_team|receptions_diff_team|pass_yards_gained_diff_team|rec_yards_gained_diff_team|rush_yards_gained_diff_team|pass_touchdown_diff_team|rec_touchdown_diff_team|rush_touchdown_diff_team|pass_two_point_conv_diff_team|rec_two_point_conv_diff_team|rush_two_point_conv_diff_team|pass_first_down_diff_team|rec_first_down_diff_team|rush_first_down_diff_team|pass_interception_diff_team|rec_interception_diff_team|pass_fantasy_points_diff_team|rec_fantasy_points_diff_team|rush_fantasy_points_diff_team|total_yards_gained_team|total_yards_gained_exp_team|total_yards_gained_diff_team|total_touchdown_team|total_touchdown_exp_team|total_touchdown_diff_team|total_first_down_team|total_first_down_exp_team|total_first_down_diff_team|total_fantasy_points_team|total_fantasy_points_exp_team|total_fantasy_points_diff_team,2023,DB|DL|LB|OL|P|QB|RB|TE|WR,player_id|full_name,season|week|player_id|position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0014_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_READY_FOR_SCHEMA_REVIEW,active_candidate_or_rebuildable,"Local ep_weekly parquet files contain expected fantasy points, expected yards, expected TDs, and expected first downs for 2021-2024.",parquet
expected_fantasy_points_ffopportunity,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\latest-data__ep_weekly_2024.parquet,latest-data__ep_weekly_2024.parquet,local_advanced_metrics_cache,raw_or_source_cache,1125932,2026-07-08T00:40:32.290143+00:00,ed657898682e7750876beb8c8c35a32e9aa22a51108de0b0c8842ffe3ac9c6e6,6005,season|posteam|week|game_id|player_id|full_name|position|pass_attempt|rec_attempt|rush_attempt|pass_air_yards|rec_air_yards|pass_completions|receptions|pass_completions_exp|receptions_exp|pass_yards_gained|rec_yards_gained|rush_yards_gained|pass_yards_gained_exp|rec_yards_gained_exp|rush_yards_gained_exp|pass_touchdown|rec_touchdown|rush_touchdown|pass_touchdown_exp|rec_touchdown_exp|rush_touchdown_exp|pass_two_point_conv|rec_two_point_conv|rush_two_point_conv|pass_two_point_conv_exp|rec_two_point_conv_exp|rush_two_point_conv_exp|pass_first_down|rec_first_down|rush_first_down|pass_first_down_exp|rec_first_down_exp|rush_first_down_exp|pass_interception|rec_interception|pass_interception_exp|rec_interception_exp|rec_fumble_lost|rush_fumble_lost|pass_fantasy_points_exp|rec_fantasy_points_exp|rush_fantasy_points_exp|pass_fantasy_points|rec_fantasy_points|rush_fantasy_points|total_yards_gained|total_yards_gained_exp|total_touchdown|total_touchdown_exp|total_first_down|total_first_down_exp|total_fantasy_points|total_fantasy_points_exp|pass_completions_diff|receptions_diff|pass_yards_gained_diff|rec_yards_gained_diff|rush_yards_gained_diff|pass_touchdown_diff|rec_touchdown_diff|rush_touchdown_diff|pass_two_point_conv_diff|rec_two_point_conv_diff|rush_two_point_conv_diff|pass_first_down_diff|rec_first_down_diff|rush_first_down_diff|pass_interception_diff|rec_interception_diff|pass_fantasy_points_diff|rec_fantasy_points_diff|rush_fantasy_points_diff|total_yards_gained_diff|total_touchdown_diff|total_first_down_diff|total_fantasy_points_diff|pass_attempt_team|rec_attempt_team|rush_attempt_team|pass_air_yards_team|rec_air_yards_team|pass_completions_team|receptions_team|pass_completions_exp_team|receptions_exp_team|pass_yards_gained_team|rec_yards_gained_team|rush_yards_gained_team|pass_yards_gained_exp_team|rec_yards_gained_exp_team|rush_yards_gained_exp_team|pass_touchdown_team|rec_touchdown_team|rush_touchdown_team|pass_touchdown_exp_team|rec_touchdown_exp_team|rush_touchdown_exp_team|pass_two_point_conv_team|rec_two_point_conv_team|rush_two_point_conv_team|pass_two_point_conv_exp_team|rec_two_point_conv_exp_team|rush_two_point_conv_exp_team|pass_first_down_team|rec_first_down_team|rush_first_down_team|pass_first_down_exp_team|rec_first_down_exp_team|rush_first_down_exp_team|pass_interception_team|rec_interception_team|pass_interception_exp_team|rec_interception_exp_team|rec_fumble_lost_team|rush_fumble_lost_team|pass_fantasy_points_exp_team|rec_fantasy_points_exp_team|rush_fantasy_points_exp_team|pass_fantasy_points_team|rec_fantasy_points_team|rush_fantasy_points_team|pass_completions_diff_team|receptions_diff_team|pass_yards_gained_diff_team|rec_yards_gained_diff_team|rush_yards_gained_diff_team|pass_touchdown_diff_team|rec_touchdown_diff_team|rush_touchdown_diff_team|pass_two_point_conv_diff_team|rec_two_point_conv_diff_team|rush_two_point_conv_diff_team|pass_first_down_diff_team|rec_first_down_diff_team|rush_first_down_diff_team|pass_interception_diff_team|rec_interception_diff_team|pass_fantasy_points_diff_team|rec_fantasy_points_diff_team|rush_fantasy_points_diff_team|total_yards_gained_team|total_yards_gained_exp_team|total_yards_gained_diff_team|total_touchdown_team|total_touchdown_exp_team|total_touchdown_diff_team|total_first_down_team|total_first_down_exp_team|total_first_down_diff_team|total_fantasy_points_team|total_fantasy_points_exp_team|total_fantasy_points_diff_team,2024,DB|DL|LB|OL|P|QB|RB|TE|WR,player_id|full_name,season|week|player_id|position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0013_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_READY_FOR_SCHEMA_REVIEW,active_candidate_or_rebuildable,"Local ep_weekly parquet files contain expected fantasy points, expected yards, expected TDs, and expected first downs for 2021-2024.",parquet
next_gen_stats,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\nextgen_stats__ngs_2021_passing.csv.gz,nextgen_stats__ngs_2021_passing.csv.gz,local_advanced_metrics_cache,raw_or_source_cache,67456,2026-07-08T00:40:14.572040+00:00,187ab2362b1f539b3d9af4619bbae0de93e77567f1d0004bf378388fc10bd1c0,608,season|season_type|week|player_display_name|player_position|team_abbr|avg_time_to_throw|avg_completed_air_yards|avg_intended_air_yards|avg_air_yards_differential|aggressiveness|max_completed_air_distance|avg_air_yards_to_sticks|attempts|pass_yards|pass_touchdowns|interceptions|passer_rating|completions|completion_percentage|expected_completion_percentage|completion_percentage_above_expectation|avg_air_distance|max_air_distance|player_gsis_id|player_first_name|player_last_name|player_jersey_number|player_short_name,2021,QB,player_display_name|player_gsis_id,season|week|player_display_name|player_position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0005_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Local NGS passing/receiving/rushing files exist mostly for 2021-2023 plus tiny 2024 fragments; public NGS is rebuildable from 2016 onward.,csv
next_gen_stats,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\nextgen_stats__ngs_2021_receiving.csv.gz,nextgen_stats__ngs_2021_receiving.csv.gz,local_advanced_metrics_cache,raw_or_source_cache,118460,2026-07-08T00:40:15.758768+00:00,e79340f3510588a11f6050b03d78e1a76e776d23fed052aec5cb5d4f9a5b3ff4,1575,season|season_type|week|player_display_name|player_position|team_abbr|avg_cushion|avg_separation|avg_intended_air_yards|percent_share_of_intended_air_yards|receptions|targets|catch_percentage|yards|rec_touchdowns|avg_yac|avg_expected_yac|avg_yac_above_expectation|player_gsis_id|player_first_name|player_last_name|player_jersey_number|player_short_name,2021,TE|WR,player_display_name|player_gsis_id,season|week|player_display_name|player_position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0008_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Local NGS passing/receiving/rushing files exist mostly for 2021-2023 plus tiny 2024 fragments; public NGS is rebuildable from 2016 onward.,csv
next_gen_stats,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\nextgen_stats__ngs_2021_rushing.csv.gz,nextgen_stats__ngs_2021_rushing.csv.gz,local_advanced_metrics_cache,raw_or_source_cache,40721,2026-07-08T00:40:15.171662+00:00,10e8ed2174dab7925e45b50335ea4d6989aaa4f9ff31ae9f4124fd97df524ba9,618,season|season_type|week|player_display_name|player_position|team_abbr|efficiency|percent_attempts_gte_eight_defenders|avg_time_to_los|rush_attempts|rush_yards|expected_rush_yards|rush_yards_over_expected|avg_rush_yards|rush_yards_over_expected_per_att|rush_pct_over_expected|rush_touchdowns|player_gsis_id|player_first_name|player_last_name|player_jersey_number|player_short_name,2021,RB,player_display_name|player_gsis_id,season|week|player_display_name|player_position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0005_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Local NGS passing/receiving/rushing files exist mostly for 2021-2023 plus tiny 2024 fragments; public NGS is rebuildable from 2016 onward.,csv
next_gen_stats,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\nextgen_stats__ngs_2022_passing.csv.gz,nextgen_stats__ngs_2022_passing.csv.gz,local_advanced_metrics_cache,raw_or_source_cache,66832,2026-07-08T00:40:16.437233+00:00,37d95cccd418eabdf13b79c9b567461cbdb1111309f9967d0cfa3d19df62b20c,603,season|season_type|week|player_display_name|player_position|team_abbr|avg_time_to_throw|avg_completed_air_yards|avg_intended_air_yards|avg_air_yards_differential|aggressiveness|max_completed_air_distance|avg_air_yards_to_sticks|attempts|pass_yards|pass_touchdowns|interceptions|passer_rating|completions|completion_percentage|expected_completion_percentage|completion_percentage_above_expectation|avg_air_distance|max_air_distance|player_gsis_id|player_first_name|player_last_name|player_jersey_number|player_short_name,2022,QB,player_display_name|player_gsis_id,season|week|player_display_name|player_position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0000_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Local NGS passing/receiving/rushing files exist mostly for 2021-2023 plus tiny 2024 fragments; public NGS is rebuildable from 2016 onward.,csv
next_gen_stats,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\nextgen_stats__ngs_2022_receiving.csv.gz,nextgen_stats__ngs_2022_receiving.csv.gz,local_advanced_metrics_cache,raw_or_source_cache,109178,2026-07-08T00:40:17.808901+00:00,444ea2897c1043a4a56d72b6d6b7258d3dbc443bcc3304b73da108c1a25fd368,1466,season|season_type|week|player_display_name|player_position|team_abbr|avg_cushion|avg_separation|avg_intended_air_yards|percent_share_of_intended_air_yards|receptions|targets|catch_percentage|yards|rec_touchdowns|avg_yac|avg_expected_yac|avg_yac_above_expectation|player_gsis_id|player_first_name|player_last_name|player_jersey_number|player_short_name,2022,TE|WR,player_display_name|player_gsis_id,season|week|player_display_name|player_position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0003_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Local NGS passing/receiving/rushing files exist mostly for 2021-2023 plus tiny 2024 fragments; public NGS is rebuildable from 2016 onward.,csv
next_gen_stats,C:\NWR_REVIEW\advanced_metrics_source_cache_20260707\nextgen_stats__ngs_2022_rushing.csv.gz,nextgen_stats__ngs_2022_rushing.csv.gz,local_advanced_metrics_cache,raw_or_source_cache,40400,2026-07-08T00:40:17.145902+00:00,21a6bb8350b234c6c249e9491d7ebc9c9c41e342cd81ba1b6b9da9b11a935791,617,season|season_type|week|player_display_name|player_position|team_abbr|efficiency|percent_attempts_gte_eight_defenders|avg_time_to_los|rush_attempts|rush_yards|expected_rush_yards|rush_yards_over_expected|avg_rush_yards|rush_yards_over_expected_per_att|rush_pct_over_expected|rush_touchdowns|player_gsis_id|player_first_name|player_last_name|player_jersey_number|player_short_name,2022,RB,player_display_name|player_gsis_id,season|week|player_display_name|player_position,player_week,review_only_needs_sidecar_gate,lag_required; as_of review required before formula testing,medium_until_join_to_formula_mart_player_id_validated,0.0000_cell_missing_rate,yes_after_schema_source_asof_identity_validation,no_currently_blocked,PRESENT_PARTIAL_COVERAGE,active_candidate_or_rebuildable,Local NGS passing/receiving/rushing files exist mostly for 2021-2023 plus tiny 2024 fragments; public NGS is rebuildable from 2016 onward.,csv
