blocker_id,blocker_type,player_name,position,source_layer,detail,prevents_app_wiring,recommended_action,notes
BLOCKER-0090,REVIEW_NEEDED_ROW,Parker Washington,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|shifted_header_expected_player_header_inferred|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | shifted header expected player header inferred | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0091,REVIEW_NEEDED_ROW,Brock Bowers,TE,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|no_premium_te_small_gap_cap|te_upper_band_guard_v2_elite_exception|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | no premium te small gap cap | te upper band guard v2 elite exception | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0092,REVIEW_NEEDED_ROW,Ashton Jeanty,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0093,REVIEW_NEEDED_ROW,Davante Adams,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|wr_dynasty_age_curve_after_30_active|wr_mid_30s_age_cliff_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | wr dynasty age curve after 30 active | wr mid 30s age cliff active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0094,REVIEW_NEEDED_ROW,Rome Odunze,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0095,REVIEW_NEEDED_ROW,Terry McLaurin,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|wr_dynasty_age_curve_after_30_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | wr dynasty age curve after 30 active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0096,REVIEW_NEEDED_ROW,Michael Pittman,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0097,REVIEW_NEEDED_ROW,Ladd McConkey,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0098,REVIEW_NEEDED_ROW,Rico Dowdle,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|shifted_header_expected_player_header_inferred|rb_dynasty_age_curve_after_27_active|rb_age_window_caution_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | shifted header expected player header inferred | rb dynasty age curve after 27 active | rb age window caution active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0099,REVIEW_NEEDED_ROW,Christian Watson,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0100,REVIEW_NEEDED_ROW,Malik Nabers,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0101,REVIEW_NEEDED_ROW,Tyler Warren,TE,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|no_premium_te_small_gap_cap|te_upper_band_guard_v2_te_exception_gate_not_met|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | no premium te small gap cap | te upper band guard v2 te exception gate not met | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0102,REVIEW_NEEDED_ROW,Stefon Diggs,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|wr_dynasty_age_curve_after_30_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_status_no_team | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | wr dynasty age curve after 30 active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Local RotoWire source verifies no current NFL team; do not invent a team. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0103,REVIEW_NEEDED_ROW,Garrett Wilson,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0104,REVIEW_NEEDED_ROW,Jalen Hurts,QB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"one_qb_small_vorp_gap_cap|one_qb_context_balance_upper_band_guard_v2|missing_or_review_route_target_snap_evidence | one qb small vorp gap cap | one qb context balance upper band guard v2 | Need route/target/snap or role-usage evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0105,REVIEW_NEEDED_ROW,Jakobi Meyers,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0106,REVIEW_NEEDED_ROW,Derrick Henry,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|rb_dynasty_age_curve_after_27_active|rb_dynasty_age_curve_30_plus_active|rb_extreme_age_cliff_active|rb_age_cliff_guardrail_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | rb dynasty age curve after 27 active | rb dynasty age curve 30 plus active | rb extreme age cliff active | rb age cliff guardrail active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0107,REVIEW_NEEDED_ROW,Jordan Addison,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0108,REVIEW_NEEDED_ROW,Quentin Johnston,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0109,REVIEW_NEEDED_ROW,Troy Franklin,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0110,REVIEW_NEEDED_ROW,Dak Prescott,QB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"one_qb_pocket_mid_qb_cap|one_qb_context_balance_upper_band_guard_v2 | one qb pocket mid qb cap | one qb context balance upper band guard v2 | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0111,REVIEW_NEEDED_ROW,Jerry Jeudy,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0112,REVIEW_NEEDED_ROW,Khalil Shakir,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0113,REVIEW_NEEDED_ROW,Kenneth Walker,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"missing_stats_first_component_evidence|missing_efficiency_context_evidence|missing_stats_first_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Need stats-first component evidence. | missing efficiency context evidence | missing stats first confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0114,REVIEW_NEEDED_ROW,Hunter Henry,TE,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|te_upper_band_guard_v2_te_exception_gate_not_met|te_no_premium_age_curve_after_30_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | te upper band guard v2 te exception gate not met | te no premium age curve after 30 active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0115,REVIEW_NEEDED_ROW,Marvin Harrison,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"missing_stats_first_component_evidence|missing_efficiency_context_evidence|missing_stats_first_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Need stats-first component evidence. | missing efficiency context evidence | missing stats first confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0116,REVIEW_NEEDED_ROW,Tony Pollard,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|rb_dynasty_age_curve_after_27_active|rb_age_cliff_guardrail_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | rb dynasty age curve after 27 active | rb age cliff guardrail active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0117,REVIEW_NEEDED_ROW,Dalton Schultz,TE,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_premium_te_small_gap_cap|te_upper_band_guard_v2_te_exception_gate_not_met|te_no_premium_age_curve_after_30_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no premium te small gap cap | te upper band guard v2 te exception gate not met | te no premium age curve after 30 active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0118,REVIEW_NEEDED_ROW,Calvin Ridley,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|wr_dynasty_age_curve_after_30_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | wr dynasty age curve after 30 active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0119,REVIEW_NEEDED_ROW,Rashee Rice,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0120,REVIEW_NEEDED_ROW,Kenneth Gainwell,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|shifted_header_expected_player_header_inferred|rb_dynasty_age_curve_after_27_active|rb_age_window_caution_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | shifted header expected player header inferred | rb dynasty age curve after 27 active | rb age window caution active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0121,REVIEW_NEEDED_ROW,Josh Downs,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0122,REVIEW_NEEDED_ROW,Brian Thomas,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"missing_stats_first_component_evidence|missing_efficiency_context_evidence|partial_first_down_confidence_cap|missing_stats_first_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Need stats-first component evidence. | missing efficiency context evidence | Need stronger first-down evidence or accept confidence cap. | missing stats first confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0123,REVIEW_NEEDED_ROW,Quinshon Judkins,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0124,REVIEW_NEEDED_ROW,Brandon Aiyuk,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0125,REVIEW_NEEDED_ROW,Luther Burden,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"missing_stats_first_component_evidence|missing_efficiency_context_evidence|partial_first_down_confidence_cap|missing_stats_first_confidence_cap|missing_or_review_first_down_evidence|missing_lifecycle_or_role_shape_evidence | Need stats-first component evidence. | missing efficiency context evidence | Need stronger first-down evidence or accept confidence cap. | missing stats first confidence cap | missing or review first down evidence | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0126,REVIEW_NEEDED_ROW,Jake Ferguson,TE,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|no_premium_te_small_gap_cap|te_upper_band_guard_v2_te_exception_gate_not_met|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | no premium te small gap cap | te upper band guard v2 te exception gate not met | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0127,REVIEW_NEEDED_ROW,Ricky Pearsall,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
